Fecha; Title; URL; Status; Registers; Scrapping Time; Request Time; Info
2020-05-17 08:53:05;1-15 February 2019 Cyber Attacks Timeline;https://www.hackmageddon.com/2019/03/12/1-15-february-2019-cyber-attacks-timeline/;KO;0;0;2.36;No existen el tag '<class=paginate_button current'. Posible modificación del HTML (598)
2020-05-17 08:53:05;1-15 February 2019 Cyber Attacks Timeline;https://www.hackmageddon.com/2019/03/12/1-15-february-2019-cyber-attacks-timeline/;OK;0;3.30;2.36;Leídas 0 de Not Found
2020-05-17 08:53:33;16-31 January 2019 Cyber Attacks Timeline;https://www.hackmageddon.com/2019/02/14/16-31-january-2019-cyber-attacks-timeline/;OK;81;23.75;1.17;Leídas 81 de 81
2020-05-17 08:53:47;1-15 January 2019 Cyber Attacks Timeline;https://www.hackmageddon.com/2019/02/04/1-15-january-2019-cyber-attacks-timeline/;OK;47;14.04;1.18;Leídas 47 de 47
2020-05-17 08:53:47;2018: A Year of Cyber Attacks;https://www.hackmageddon.com/2019/01/15/2018-a-year-of-cyber-attacks/;INFO;0;0.00;1.18;Report 2018: A Year of Cyber Attacks en https://www.hackmageddon.com/category/security/cyber-attacks-timeline/page/4/ excluido
2020-05-17 08:53:47;16-31 December 2018 Cyber Attacks Timeline;https://www.hackmageddon.com/2019/01/07/16-31-december-2018-cyber-attacks-timeline/;INFO;0;0.00;1.18;Report 16-31 December 2018 Cyber Attacks Timeline en https://www.hackmageddon.com/category/security/cyber-attacks-timeline/page/4/ excluido
2020-05-17 08:53:47;1-15 December 2018 Cyber Attacks Timeline;https://www.hackmageddon.com/2018/12/31/1-15-december-2018-cyber-attacks-timeline/;INFO;0;0.00;1.18;Report 1-15 December 2018 Cyber Attacks Timeline en https://www.hackmageddon.com/category/security/cyber-attacks-timeline/page/4/ excluido
2020-05-17 08:53:47;TIMELINE;https://www.hackmageddon.com/category/security/cyber-attacks-timeline/page/4/;KO;0;0;1.18;No existen más reports para el periodo seleccionado (470)
2020-05-17 08:54:23;MASTER TABLE 2018;https://www.hackmageddon.com/2018-master-table/;OK;1337;34.02;0.43;Carga Completa
2020-05-17 08:54:58;MASTER TABLE 2017;https://www.hackmageddon.com/2017-master-table/;OK;951;33.30;0.29;Carga Completa
